 717959 312339  329.97056   39   22  350.33298  315.23007  10.0%  37.5 1655s
 720033 313070  345.79724   56   15  350.33298  315.25666  10.0%  37.5 1660s
 722500 313928  348.36700   44   12  350.33298  315.28153  10.0%  37.5 1665s
 724890 314797  325.08539   44   16  350.33298  315.30921  10.0%  37.4 1670s
 727170 315639  341.60044   55    8  350.33298  315.33313  10.0%  37.4 1675s
 729561 316469  342.07676   61   18  350.33298  315.36049  10.0%  37.4 1680s
 731605 317166  323.06108   48   19  350.33298  315.38502  10.0%  37.4 1685s
 733976 317955  323.86463   41   17  350.33298  315.41220  10.0%  37.4 1690s
 736294 318739  347.85679   55    8  350.33298  315.43554  10.0%  37.4 1695s
 738721 319575  330.72517   44   14  350.33298  315.46266  10.0%  37.3 1700s
 740851 320283  332.31820   59   15  350.33298  315.48386  9.95%  37.3 1705s
 743222 321088     cutoff   53       350.33298  315.51371  9.94%  37.3 1710s
 745222 321795  340.76203   49   20  350.33298  315.54068  9.93%  37.3 1715s
 747854 322695  341.64988   48   17  350.33298  315.57190  9.92%  37.3 1720s
 750152 323507  346.22493   53   11  350.33298  315.59960  9.91%  37.3 1725s
 752385 324244  343.75795   52   10  350.33298  315.62672  9.91%  37.3 1730s
 754750 325081  321.52349   52   11  350.33298  315.65274  9.90%  37.3 1735s
 757092 325854  340.68399   46    9  350.33298  315.68033  9.89%  37.2 1740s
 759591 326730  348.70769   46   11  350.33298  315.71161  9.88%  37.2 1745s
 761911 327539  331.31779   45   12  350.33298  315.73778  9.87%  37.2 1750s
 764493 328415  344.84565   49   18  350.33298  315.76619  9.87%  37.2 1755s
 766667 329183  348.75475   53   12  350.33298  315.78775  9.86%  37.2 1760s
 769003 329955  317.42341   39   11  350.33298  315.81018  9.85%  37.2 1765s
 771505 330843  318.45644   39   16  350.33298  315.83684  9.85%  37.1 1770s
 773806 331647  347.55049   46   11  350.33298  315.86367  9.84%  37.1 1775s
 776265 332478  338.10601   44   11  350.33298  315.89101  9.83%  37.1 1780s
 778581 333239  338.63659   44   11  350.33298  315.91732  9.82%  37.1 1785s
 780717 333921  318.26001   44   15  350.33298  315.94771  9.82%  37.1 1790s
 782980 334675  332.71531   43   21  350.33298  315.96644  9.81%  37.1 1795s
 785554 335516     cutoff   54       350.33298  315.99204  9.80%  37.0 1800s
 787984 336263  324.25060   49   11  350.33298  316.01973  9.79%  37.0 1805s
 790345 337058  333.59634   46   16  350.33298  316.04217  9.79%  37.0 1810s
 792710 337821  347.53792   49    8  350.33298  316.06432  9.78%  37.0 1815s
 794918 338516  344.90069   46   12  350.33298  316.08833  9.77%  37.0 1820s
 797081 339216  349.41981   44   12  350.33298  316.11443  9.77%  37.0 1825s
 799503 339934     cutoff   59       350.33298  316.14212  9.76%  37.0 1830s
 801856 340738     cutoff   58       350.33298  316.16534  9.75%  36.9 1835s
 804382 341577  335.86596   52   15  350.33298  316.19291  9.75%  36.9 1840s
 806372 342224  327.59439   39   17  350.33298  316.21711  9.74%  36.9 1845s
 808855 343095  319.00590   53   16  350.33298  316.23876  9.73%  36.9 1850s
 811146 343881  349.06767   51   17  350.33298  316.26262  9.73%  36.9 1855s
 813463 344618  323.21603   34   13  350.33298  316.28655  9.72%  36.9 1860s
 815961 345382  342.93848   53   20  350.33298  316.31311  9.71%  36.9 1865s
 818283 346198  329.91094   49   14  350.33298  316.33408  9.70%  36.8 1870s
 820773 347007  322.95927   50   11  350.33298  316.35683  9.70%  36.8 1875s
 822955 347723  343.39740   49   16  350.33298  316.37937  9.69%  36.8 1880s
 825291 348536  332.10667   55   14  350.33298  316.40475  9.68%  36.8 1885s
 827435 349265  332.11282   47   14  350.33298  316.42618  9.68%  36.8 1890s
 829990 350176  338.73880   44   17  350.33298  316.45166  9.67%  36.8 1895s
 832236 350901  320.84618   43   11  350.33298  316.47293  9.67%  36.8 1900s
 834757 351725  346.63164   44   16  350.33298  316.50028  9.66%  36.7 1905s
 837040 352424  337.01981   42   12  350.33298  316.52137  9.65%  36.7 1910s
 839574 353268  338.99645   49   11  350.33298  316.54485  9.64%  36.7 1915s
 841862 354024  323.13635   46   23  350.33298  316.56739  9.64%  36.7 1920s
 844292 354802  333.30073   41   12  350.33298  316.59477  9.63%  36.7 1925s
 846562 355465  334.96137   38   18  350.33298  316.61814  9.62%  36.7 1930s
 848906 356238     cutoff   49       350.33298  316.63759  9.62%  36.7 1935s
 851368 357038  335.28278   43   14  350.33298  316.66596  9.61%  36.6 1940s
 853690 357747  327.67563   50   12  350.33298  316.68773  9.60%  36.6 1945s
 856195 358576  345.53333   61   15  350.33298  316.71449  9.60%  36.6 1950s
 858359 359327  345.33851   45   10  350.33298  316.73939  9.59%  36.6 1955s
 860905 360142     cutoff   49       350.33298  316.76561  9.58%  36.6 1960s
 863127 360891  335.38177   43   13  350.33298  316.78708  9.58%  36.6 1965s
 865674 361711  341.08307   41   16  350.33298  316.81262  9.57%  36.6 1970s
 867955 362410  340.16115   59    8  350.33298  316.83063  9.56%  36.5 1975s
 870451 363225  343.54261   53   11  350.33298  316.85489  9.56%  36.5 1980s
 872717 363880  323.63651   45   16  350.33298  316.87518  9.55%  36.5 1985s
 875120 364600  336.90664   49   19  350.33298  316.89819  9.54%  36.5 1990s
 877517 365382  337.59606   50   12  350.33298  316.92514  9.54%  36.5 1995s
 879980 366156  326.76370   43   19  350.33298  316.94733  9.53%  36.5 2000s
 882261 366941  325.32501   43   15  350.33298  316.96767  9.52%  36.5 2005s
 884721 367674  329.88026   49   17  350.33298  316.99469  9.52%  36.5 2010s
 887077 368466  349.11399   51   15  350.33298  317.01311  9.51%  36.4 2015s
 889379 369148     cutoff   46       350.33298  317.03531  9.50%  36.4 2020s
 891765 369986  340.45574   46   12  350.33298  317.05619  9.50%  36.4 2025s
 894008 370682  325.33612   42   16  350.33298  317.07826  9.49%  36.4 2030s
 896630 371493  326.00151   50   10  350.33298  317.10253  9.49%  36.4 2035s
 898933 372184  337.12086   50   16  350.33298  317.12520  9.48%  36.4 2040s
 901585 372930  329.49581   40   12  350.33298  317.15353  9.47%  36.3 2045s
 903631 373605     cutoff   64       350.33298  317.17284  9.47%  36.3 2050s
 906115 374362  335.71416   55   15  350.33298  317.19600  9.46%  36.3 2055s
 908421 375071  343.83525   50   12  350.33298  317.21882  9.45%  36.3 2060s
 910915 375782  328.39235   46   17  350.33298  317.24115  9.45%  36.3 2065s
 913218 376453  330.93585   46   14  350.33298  317.26272  9.44%  36.3 2070s
 915952 377269  341.74782   45   14  350.33298  317.29076  9.43%  36.3 2075s
 918142 377923  324.07732   45   19  350.33298  317.30706  9.43%  36.2 2080s
 920574 378698  338.65916   50    9  350.33298  317.32834  9.42%  36.2 2085s
 922836 379440  338.07127   52   18  350.33298  317.34778  9.42%  36.2 2090s
 925350 380252  345.32721   54   15  350.33298  317.37249  9.41%  36.2 2095s
 927786 381036  334.11907   40   17  350.33298  317.39346  9.40%  36.2 2100s
 930295 381846  329.66766   37   12  350.33298  317.41465  9.40%  36.2 2105s
 932778 382635  330.16545   42   13  350.33298  317.43804  9.39%  36.2 2110s
 935048 383345  329.14329   44   18  350.33298  317.45683  9.38%  36.2 2115s
 937590 384147  341.36321   48   10  350.33298  317.47775  9.38%  36.1 2120s
 939977 384881     cutoff   43       350.33298  317.49914  9.37%  36.1 2125s
 942467 385677     cutoff   49       350.33298  317.52092  9.37%  36.1 2130s
 944675 386378  341.49119   53   12  350.33298  317.54170  9.36%  36.1 2135s
 947224 387182  334.92694   47   10  350.33298  317.56284  9.35%  36.1 2140s
 949671 387911  323.03322   42   16  350.33298  317.58223  9.35%  36.1 2145s
 952233 388707  336.06375   50   17  350.33298  317.60388  9.34%  36.1 2150s
 954584 389434  342.21990   57   11  350.33298  317.62486  9.34%  36.0 2155s
 956966 390154  331.28446   47   12  350.33298  317.64815  9.33%  36.0 2160s
 959294 390828     cutoff   54       350.33298  317.66722  9.32%  36.0 2165s
 961801 391615     cutoff   68       350.33298  317.69104  9.32%  36.0 2170s
 964035 392320  337.62423   45   14  350.33298  317.71047  9.31%  36.0 2175s
 966537 393026  336.76953   42   12  350.33298  317.73234  9.31%  36.0 2180s
 968979 393829  338.58290   52   16  350.33298  317.75316  9.30%  36.0 2185s
 971416 394597  343.14251   50   10  350.33298  317.77209  9.29%  36.0 2190s
 973632 395275  335.87670   47   15  350.33298  317.79095  9.29%  35.9 2195s
 976160 396118  342.75986   56   17  350.33298  317.81502  9.28%  35.9 2200s
 978553 396901     cutoff   45       350.33298  317.83820  9.28%  35.9 2205s
 981167 397678  331.59834   40   11  350.33298  317.85800  9.27%  35.9 2210s
 983635 398494  343.57844   50   16  350.33298  317.87855  9.26%  35.9 2215s
 986013 399172  343.52772   45   14  350.33298  317.89717  9.26%  35.9 2220s
 988445 399935  318.67536   52   17  350.33298  317.91889  9.25%  35.9 2225s
 990877 400635  348.39119   51   11  350.33298  317.94117  9.25%  35.9 2230s
 993227 401330  331.90314   48   17  350.33298  317.96108  9.24%  35.8 2235s
 995284 401949  327.97214   35   15  350.33298  317.97629  9.24%  35.8 2240s
 997935 402711  332.38432   51   18  350.33298  317.99907  9.23%  35.8 2245s
 1000006 403325  329.79244   49   16  350.33298  318.01669  9.22%  35.8 2250s
 1002573 404058  335.02222   44   13  350.33298  318.03829  9.22%  35.8 2255s
 1004867 404829  333.55033   36   16  350.33298  318.05486  9.21%  35.8 2260s
 1007317 405579  340.22462   40   13  350.33298  318.07622  9.21%  35.8 2265s
 1009668 406231  337.03704   39   12  350.33298  318.09701  9.20%  35.8 2270s
 1012187 406912  322.43469   44   14  350.33298  318.11702  9.20%  35.8 2275s
 1014404 407616  334.90856   43   17  350.33298  318.13157  9.19%  35.7 2280s
 1016944 408392  334.95998   45   11  350.33298  318.15066  9.19%  35.7 2285s
 1019276 409158  338.12444   45   16  350.33298  318.16975  9.18%  35.7 2290s
 1021760 409891     cutoff   55       350.33298  318.19079  9.17%  35.7 2295s
 1024148 410584  335.24968   43   13  350.33298  318.20922  9.17%  35.7 2300s
 1026604 411321  324.65200   39   15  350.33298  318.23147  9.16%  35.7 2305s
 1029072 412017  335.94534   41   16  350.33298  318.25187  9.16%  35.7 2310s
 1031490 412759  345.69807   50    9  350.33298  318.27258  9.15%  35.7 2315s
 1034020 413487  342.06942   57   16  350.33298  318.29513  9.14%  35.6 2320s
 1036310 414249  337.43546   58   14  350.33298  318.31317  9.14%  35.6 2325s
 1038880 415045  344.12080   49   14  350.33298  318.33464  9.13%  35.6 2330s
 1041212 415735  341.80329   46   14  350.33298  318.35364  9.13%  35.6 2335s
 1043892 416460  319.63492   40   17  350.33298  318.37728  9.12%  35.6 2340s
 1045884 417076  320.23259   41   16  350.33298  318.39071  9.12%  35.6 2345s
 1048503 417814  329.36704   37   17  350.33298  318.40983  9.11%  35.6 2350s
 1050693 418421  323.03705   45   18  350.33298  318.42623  9.11%  35.6 2355s
 1053263 419150  349.23539   48   11  350.33298  318.44726  9.10%  35.5 2360s
 1055576 419851  342.72061   47   11  350.33298  318.46593  9.10%  35.5 2365s
 1058289 420627  340.03050   47   11  350.33298  318.48765  9.09%  35.5 2370s
 1060712 421315     cutoff   45       350.33298  318.50950  9.08%  35.5 2375s
 1063389 422097  339.65803   53   13  350.33298  318.52916  9.08%  35.5 2380s
 1065847 422803  349.93661   43   13  350.33298  318.54934  9.07%  35.5 2385s
 1068332 423587  338.81280   55   11  350.33298  318.57112  9.07%  35.5 2390s
 1070700 424253  335.98440   47    8  350.33298  318.58809  9.06%  35.5 2395s
 1073325 424935     cutoff   57       350.33298  318.60864  9.06%  35.4 2400s
 1075823 425622     cutoff   51       350.33298  318.62892  9.05%  35.4 2405s
 1078222 426346  323.26300   38   16  350.33298  318.64747  9.04%  35.4 2410s
 1080410 426979  334.77431   46   11  350.33298  318.66490  9.04%  35.4 2415s
 1082979 427762  319.48775   46   15  350.33298  318.68223  9.03%  35.4 2420s
 1085588 428577  326.01453   44   17  350.33298  318.69752  9.03%  35.4 2425s
 1088109 429281  337.47677   48    9  350.33298  318.71598  9.02%  35.4 2430s
 1090077 429860  328.25665   52   16  350.33298  318.73345  9.02%  35.4 2435s
 1092705 430715  329.66155   48   14  350.33298  318.75263  9.01%  35.3 2440s
 1095227 431484  339.54512   42   14  350.33298  318.77415  9.01%  35.3 2445s
 1097825 432239  329.97034   52   14  350.33298  318.79409  9.00%  35.3 2450s
 1100184 432872  323.46979   42   19  350.33298  318.81109  9.00%  35.3 2455s
 1102542 433579  341.64176   48   13  350.33298  318.82688  8.99%  35.3 2460s
 1105041 434270  347.72536   58   14  350.33298  318.84749  8.99%  35.3 2465s
 1107505 434980  338.74997   47   15  350.33298  318.86728  8.98%  35.3 2470s
 1109955 435709  342.72502   45   12  350.33298  318.88744  8.98%  35.3 2475s
 1112366 436433  323.56541   48   14  350.33298  318.90404  8.97%  35.3 2480s
 1114856 437181     cutoff   41       350.33298  318.92377  8.97%  35.2 2485s
 1117210 437822  335.85034   52   17  350.33298  318.94016  8.96%  35.2 2490s
 1119661 438518  338.90442   55    6  350.33298  318.95667  8.96%  35.2 2495s
 1121973 439186  330.60171   37   17  350.33298  318.97430  8.95%  35.2 2500s
 1124573 439905  345.63414   43   15  350.33298  318.99245  8.95%  35.2 2505s
 1126879 440518  347.03846   60   17  350.33298  319.01016  8.94%  35.2 2510s
 1129442 441265  330.25077   44   16  350.33298  319.02961  8.94%  35.2 2515s
 1131867 441931     cutoff   55       350.33298  319.04684  8.93%  35.2 2520s
 1134425 442701  335.08697   37   13  350.33298  319.06660  8.92%  35.2 2525s
 1136860 443357  345.11321   49    9  350.33298  319.08560  8.92%  35.1 2530s
 1139435 444121  346.34386   48   14  350.33298  319.10652  8.91%  35.1 2535s
 1141474 444696  332.91059   52   18  350.33298  319.12087  8.91%  35.1 2540s
 1144164 445510  333.35523   51   12  350.33298  319.14173  8.90%  35.1 2545s
 1146648 446305  332.45205   50   10  350.33298  319.15975  8.90%  35.1 2550s
 1149197 447043     cutoff   53       350.33298  319.17876  8.89%  35.1 2555s
 1151657 447783  341.88491   46   12  350.33298  319.19871  8.89%  35.1 2560s
 1154323 448495  336.32878   45   12  350.33298  319.21885  8.88%  35.1 2565s
 1156484 449057     cutoff   71       350.33298  319.23319  8.88%  35.0 2570s
 1158938 449817  333.22806   39   16  350.33298  319.24934  8.87%  35.0 2575s
 1161339 450576  345.54658   54   15  350.33298  319.26600  8.87%  35.0 2580s
 1164016 451337  340.34621   48   10  350.33298  319.28472  8.86%  35.0 2585s
 1166234 451936  330.74667   46   13  350.33298  319.30250  8.86%  35.0 2590s
 1168996 452749  323.86736   45   16  350.33298  319.32308  8.85%  35.0 2595s
 1171423 453445  334.89231   50   15  350.33298  319.34150  8.85%  35.0 2600s
 1174015 454185  347.08216   55   15  350.33298  319.35883  8.84%  35.0 2605s
 1176400 454930     cutoff   50       350.33298  319.37830  8.84%  35.0 2610s
 1178930 455637  325.35611   48   14  350.33298  319.39464  8.83%  34.9 2615s
 1181367 456330  323.24203   41   16  350.33298  319.41206  8.83%  34.9 2620s
 1183632 456907  341.54133   48    9  350.33298  319.42976  8.82%  34.9 2625s
 1186310 457611  342.72738   37   14  350.33298  319.44902  8.82%  34.9 2630s
 1188754 458278  339.49528   47   11  350.33298  319.46612  8.81%  34.9 2635s
 1191316 458992  347.40135   44   15  350.33298  319.48593  8.81%  34.9 2640s
 1193691 459631  342.00045   47   16  350.33298  319.50334  8.80%  34.9 2645s
 1195924 460291  328.24428   44   13  350.33298  319.51919  8.80%  34.9 2650s
 1198357 460963     cutoff   55       350.33298  319.53388  8.79%  34.9 2655s
 1200781 461523  333.14465   42   13  350.33298  319.55096  8.79%  34.9 2660s
 1203343 462234  321.63145   41   16  350.33298  319.56987  8.78%  34.8 2665s
 1205971 462889     cutoff   47       350.33298  319.58745  8.78%  34.8 2670s
 1208305 463571  344.13519   52    9  350.33298  319.60591  8.77%  34.8 2675s
 1210805 464221  348.32377   47   11  350.33298  319.62582  8.77%  34.8 2680s
 1213034 464803  345.52346   39   11  350.33298  319.64335  8.76%  34.8 2685s
 1215660 465552  348.67975   36   12  350.33298  319.66337  8.75%  34.8 2690s
 1217962 466255  345.04819   53   12  350.33298  319.67797  8.75%  34.8 2695s
 1220534 466967  335.93458   49   17  350.33298  319.69661  8.74%  34.8 2700s
 1222851 467581     cutoff   52       350.33298  319.71259  8.74%  34.8 2705s
 1225544 468396  329.05242   45   15  350.33298  319.72935  8.74%  34.7 2710s
 1228062 469061  335.36146   42   16  350.33298  319.74809  8.73%  34.7 2715s
 1230857 469792  330.32458   41   19  350.33298  319.76615  8.73%  34.7 2720s
 1233383 470501  342.05763   42   14  350.33298  319.78319  8.72%  34.7 2725s
 1236179 471333  331.09464   52   13  350.33298  319.80221  8.71%  34.7 2730s
 1238377 471934  338.26237   52   13  350.33298  319.81637  8.71%  34.7 2735s
 1240939 472628  339.11454   52   14  350.33298  319.83366  8.71%  34.7 2740s
 1243266 473267  347.64613   37   11  350.33298  319.85086  8.70%  34.7 2745s
 1245968 473986  337.10955   49   10  350.33298  319.87147  8.70%  34.7 2750s
 1248252 474599  321.71684   43   14  350.33298  319.88775  8.69%  34.6 2755s
 1250815 475343  337.36375   51   13  350.33298  319.90572  8.69%  34.6 2760s
 1253376 476008  339.94459   44   15  350.33298  319.92252  8.68%  34.6 2765s
 1255964 476712  338.13543   47   16  350.33298  319.93724  8.68%  34.6 2770s
 1258194 477287  334.51554   54   14  350.33298  319.95129  8.67%  34.6 2775s
 1260823 477903  329.92358   47   12  350.33298  319.96955  8.67%  34.6 2780s
 1263233 478568  337.30102   47   11  350.33298  319.98541  8.66%  34.6 2785s
 1265876 479277     cutoff   52       350.33298  320.00228  8.66%  34.6 2790s
 1268406 479958  338.64807   49   11  350.33298  320.02057  8.65%  34.6 2795s
 1270837 480611  325.61109   48   15  350.33298  320.03612  8.65%  34.5 2800s
 1273132 481300  337.53145   42   18  350.33298  320.05017  8.64%  34.5 2805s
 1275767 481991  334.64907   48   13  350.33298  320.07350  8.64%  34.5 2810s
 1278296 482705     cutoff   54       350.33298  320.09010  8.63%  34.5 2815s
 1280999 483439     cutoff   50       350.33298  320.10933  8.63%  34.5 2820s
 1283522 484094  329.04598   39   15  350.33298  320.12544  8.62%  34.5 2825s
 1286019 484804  341.28697   43   15  350.33298  320.14183  8.62%  34.5 2830s
 1288467 485433  339.44608   39   12  350.33298  320.15877  8.61%  34.5 2835s
 1290888 486097  325.88790   45   18  350.33298  320.17470  8.61%  34.5 2840s
 1293166 486724  345.52290   50   11  350.33298  320.18927  8.60%  34.5 2845s
 1295751 487464  338.42207   54   14  350.33298  320.20867  8.60%  34.5 2850s
 1298043 488094  324.59766   41   14  350.33298  320.22236  8.59%  34.4 2855s
 1300732 488857  347.27494   49   10  350.33298  320.23883  8.59%  34.4 2860s
 1303154 489429  333.92569   51   11  350.33298  320.25488  8.59%  34.4 2865s
 1305727 490099  339.63061   46   12  350.33298  320.27192  8.58%  34.4 2870s
 1308154 490735  339.92031   50   14  350.33298  320.28723  8.58%  34.4 2875s
 1310579 491408     cutoff   50       350.33298  320.30148  8.57%  34.4 2880s
 1313221 492051  339.11077   58    9  350.33298  320.31952  8.57%  34.4 2885s
 1315743 492760     cutoff   57       350.33298  320.33571  8.56%  34.4 2890s
 1318292 493399  342.01648   51   11  350.33298  320.35306  8.56%  34.4 2895s
 1320936 494113  323.98392   41    9  350.33298  320.36949  8.55%  34.4 2900s
 1323638 494837  333.06377   53   19  350.33298  320.38731  8.55%  34.3 2905s
 1326238 495493     cutoff   65       350.33298  320.40420  8.54%  34.3 2910s
 1328434 496081  327.71991   50   12  350.33298  320.41648  8.54%  34.3 2915s
 1331126 496798  333.87378   48   12  350.33298  320.43572  8.53%  34.3 2920s
 1333717 497538  330.17583   50   15  350.33298  320.45042  8.53%  34.3 2925s
 1336326 498200  343.15632   45   16  350.33298  320.46793  8.52%  34.3 2930s
 1338674 498864     cutoff   50       350.33298  320.48305  8.52%  34.3 2935s
 1341268 499508  322.79970   47   17  350.33298  320.50048  8.52%  34.3 2940s
 1343653 500147  348.71269   49   13  350.33298  320.51754  8.51%  34.3 2945s
 1346255 500828  349.01508   55   13  350.33298  320.53385  8.51%  34.3 2950s
 1348856 501448  342.35710   42   11  350.33298  320.54930  8.50%  34.2 2955s
 1351435 502135  334.50325   45   15  350.33298  320.56699  8.50%  34.2 2960s
 1353797 502765  339.36132   45   13  350.33298  320.58215  8.49%  34.2 2965s
 1356319 503467  343.88793   47   16  350.33298  320.59942  8.49%  34.2 2970s
 1358863 504082  323.49879   47   20  350.33298  320.61510  8.48%  34.2 2975s
 1361323 504806  322.26384   45   19  350.33298  320.62945  8.48%  34.2 2980s
 1363939 505505  323.68097   50   19  350.33298  320.64708  8.47%  34.2 2985s
 1366490 506126  329.91005   43   17  350.33298  320.66373  8.47%  34.2 2990s
 1368982 506802     cutoff   49       350.33298  320.67748  8.46%  34.2 2995s
 1371452 507494  328.66609   59   17  350.33298  320.69178  8.46%  34.2 3000s
 1373988 508168  349.40441   58   12  350.33298  320.70801  8.46%  34.2 3005s
 1376312 508783  347.54818   47   12  350.33298  320.72170  8.45%  34.1 3010s
 1378954 509470  337.91633   45   13  350.33298  320.73777  8.45%  34.1 3015s
 1381459 510128     cutoff   65       350.33298  320.75342  8.44%  34.1 3020s
 1383893 510813  329.00120   48   16  350.33298  320.76688  8.44%  34.1 3025s
 1386288 511450  328.08369   41   17  350.33298  320.78410  8.43%  34.1 3030s
 1388699 512119  345.03853   49   13  350.33298  320.79846  8.43%  34.1 3035s
 1391223 512757  338.90651   41   15  350.33298  320.81218  8.43%  34.1 3040s
 1393662 513352  344.75392   45   14  350.33298  320.82643  8.42%  34.1 3045s
 1396124 514035     cutoff   48       350.33298  320.84157  8.42%  34.1 3050s
 1398827 514742  344.12630   48   19  350.33298  320.85867  8.41%  34.1 3055s
 1400959 515238  338.63657   44   14  350.33298  320.87175  8.41%  34.1 3060s
 1403697 515873  344.07875   45   12  350.33298  320.88899  8.40%  34.1 3065s
 1406159 516457     cutoff   60       350.33298  320.90445  8.40%  34.0 3070s
 1408769 517165  340.76852   38   16  350.33298  320.91942  8.40%  34.0 3075s
 1411340 517807  341.91850   45   12  350.33298  320.93557  8.39%  34.0 3080s
 1413872 518383  338.69220   51   10  350.33298  320.95116  8.39%  34.0 3085s
 1416335 519063  328.44645   49   13  350.33298  320.96494  8.38%  34.0 3090s
 1418741 519683  346.04183   52   15  350.33298  320.98120  8.38%  34.0 3095s
 1421217 520305  345.08067   46   14  350.33298  320.99514  8.37%  34.0 3100s
 1423756 521010  326.00445   42   11  350.33298  321.01042  8.37%  34.0 3105s
 1426225 521665  330.90719   41   15  350.33298  321.02608  8.37%  34.0 3110s
 1428837 522360  349.46904   51   13  350.33298  321.04236  8.36%  34.0 3115s
 1430929 522877  339.22199   53   16  350.33298  321.05330  8.36%  34.0 3120s
 1433550 523513     cutoff   51       350.33298  321.06814  8.35%  33.9 3125s
 1435950 524181  343.36953   48   15  350.33298  321.08438  8.35%  33.9 3130s
 1438602 524871  346.39120   54   16  350.33298  321.09736  8.35%  33.9 3135s
 1440990 525447     cutoff   60       350.33298  321.11217  8.34%  33.9 3140s
 1443619 526199  327.26311   47   12  350.33298  321.12654  8.34%  33.9 3145s
 1445990 526813     cutoff   52       350.33298  321.14200  8.33%  33.9 3150s
 1448585 527537  348.74209   55   12  350.33298  321.15903  8.33%  33.9 3155s
 1451156 528156  343.82286   51   15  350.33298  321.17465  8.32%  33.9 3160s
 1453883 528884  338.86473   48   12  350.33298  321.19142  8.32%  33.9 3165s
 1456519 529494  322.47587   47   15  350.33298  321.20603  8.31%  33.9 3170s
 1458989 530106  340.28814   45   14  350.33298  321.22326  8.31%  33.9 3175s
 1461455 530738  329.79332   48   11  350.33298  321.23777  8.31%  33.8 3180s
 1463909 531416  349.25793   41   11  350.33298  321.25120  8.30%  33.8 3185s
 1466218 531958  330.85509   49   18  350.33298  321.26387  8.30%  33.8 3190s
 1468920 532574  336.80919   55    8  350.33298  321.28102  8.29%  33.8 3195s
 1471464 533203  340.96884   44   13  350.33298  321.29658  8.29%  33.8 3200s
 1474183 533885  335.12650   48   16  350.33298  321.31260  8.28%  33.8 3205s
 1476568 534476  340.02268   42   10  350.33298  321.32515  8.28%  33.8 3210s
 1479270 535124  348.70844   57   11  350.33298  321.34039  8.28%  33.8 3215s
 1481703 535724  349.25496   44   14  350.33298  321.35540  8.27%  33.8 3220s
 1484408 536429  345.93495   55   14  350.33298  321.37167  8.27%  33.8 3225s
 1486766 536976     cutoff   48       350.33298  321.38604  8.26%  33.8 3230s
 1489381 537669  343.71711   41   13  350.33298  321.40104  8.26%  33.7 3235s
 1491733 538198  348.03537   45   13  350.33298  321.41557  8.25%  33.7 3240s
 1494445 538895  339.93088   42   11  350.33298  321.43331  8.25%  33.7 3245s
 1497071 539544  342.97320   52    7  350.33298  321.44880  8.24%  33.7 3250s
 1499692 540187  342.74124   51   10  350.33298  321.46351  8.24%  33.7 3255s
 1502192 540765  322.55833   45   21  350.33298  321.47801  8.24%  33.7 3260s
 1504835 541472  335.44289   51    9  350.33298  321.49300  8.23%  33.7 3265s
 1507336 542092  332.16633   52    9  350.33298  321.50922  8.23%  33.7 3270s
 1509821 542646  335.36766   42   10  350.33298  321.52349  8.22%  33.7 3275s
 1512186 543229  339.60719   42   16  350.33298  321.53878  8.22%  33.7 3280s
 1514855 543900  342.10301   53   10  350.33298  321.55292  8.22%  33.7 3285s
 1517118 544469  343.94410   51   11  350.33298  321.56554  8.21%  33.7 3290s
 1519972 545145     cutoff   52       350.33298  321.58257  8.21%  33.6 3295s
 1522536 545770  331.36149   54    9  350.33298  321.59646  8.20%  33.6 3300s
 1525121 546353  344.57610   47   13  350.33298  321.61163  8.20%  33.6 3305s
 1527459 546933  341.96394   56    9  350.33298  321.62308  8.20%  33.6 3310s
 1530167 547570  334.64817   44   11  350.33298  321.64008  8.19%  33.6 3315s
 1532513 548152  332.57018   44   13  350.33298  321.65331  8.19%  33.6 3320s
 1535227 548846  327.51347   44   18  350.33298  321.67111  8.18%  33.6 3325s
 1537782 549402  329.04248   53   14  350.33298  321.68400  8.18%  33.6 3330s
 1540517 550083  341.33189   48   13  350.33298  321.69931  8.17%  33.6 3335s
 1542972 550586  326.76869   51   10  350.33298  321.71501  8.17%  33.6 3340s
 1545644 551310  348.34045   51    9  350.33298  321.72861  8.16%  33.6 3345s
 1547974 551863  339.96696   50   14  350.33298  321.74055  8.16%  33.5 3350s
 1550612 552480  329.18511   42   13  350.33298  321.75844  8.16%  33.5 3355s
 1552972 553032  330.78715   41   12  350.33298  321.77196  8.15%  33.5 3360s
 1555596 553686  338.81985   51   15  350.33298  321.78541  8.15%  33.5 3365s
 1558086 554230  347.11226   54   15  350.33298  321.79918  8.14%  33.5 3370s
 1560908 554958  349.59853   45   13  350.33298  321.81652  8.14%  33.5 3375s
 1563341 555476     cutoff   51       350.33298  321.83007  8.14%  33.5 3380s
 1566046 556068  332.75333   47   12  350.33298  321.84369  8.13%  33.5 3385s
 1568538 556690  336.86081   46   11  350.33298  321.85645  8.13%  33.5 3390s
 1571273 557292  348.39386   41   13  350.33298  321.86989  8.12%  33.5 3395s
 1573825 557925  346.09287   50    9  350.33298  321.88270  8.12%  33.5 3400s
 1576599 558688  348.08664   42   13  350.33298  321.89722  8.12%  33.4 3405s
 1579282 559314  345.39738   51   14  350.33298  321.91195  8.11%  33.4 3410s
 1581706 559853  341.54280   49   11  350.33298  321.92691  8.11%  33.4 3415s
 1584324 560483  336.94411   46   13  350.33298  321.94296  8.10%  33.4 3420s
 1587038 561089  344.50518   50    8  350.33298  321.95801  8.10%  33.4 3425s
