Executando Fernandes MODIFICADO
Rodando pra 1h
Optimize a model with 2097 rows, 3042 columns and 73472 nonzeros
Coefficient statistics:
  Matrix range    [1e+00, 1e+07]
  Objective range [1e-01, 1e-01]
  Bounds range    [1e+00, 1e+07]
  RHS range       [1e+00, 4e+01]
Found heuristic solution: objective 2339
Presolve removed 10 rows and 17 columns
Presolve time: 0.18s
Presolved: 2087 rows, 3025 columns, 65484 nonzeros
Variable types: 1980 continuous, 1045 integer (1038 binary)

Root relaxation: objective 6.917044e+00, 2986 iterations, 0.23 seconds

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 13243  9054  786.26948  585   36 1013.71327  202.21409  80.1%   191  980s
 13716  9328  240.18616   26  101 1013.71327  202.21409  80.1%   186  988s
 13717  9329  381.68791   27   99 1013.71327  202.21409  80.1%   186  990s
 13726  9335  422.46031   31   83 1013.71327  202.21409  80.1%   188  995s
 13740  9344  639.05218   38   97 1013.71327  202.21409  80.1%   189 1000s
 13809  9390  665.63822   73   71 1013.71327  202.21409  80.1%   189 1005s
 13909  9457  690.05111  123   57 1013.71327  202.21409  80.1%   189 1010s
 14015  9527  717.88002  176   46 1013.71327  202.21409  80.1%   189 1015s
 14175  9634  738.72717  256   48 1013.71327  202.21409  80.1%   188 1020s
 14330  9737  785.71043  333   48 1013.71327  202.21409  80.1%   187 1025s
 14526  9868  827.48014  431   43 1013.71327  202.21409  80.1%   186 1030s
 14841 10078  821.77341  589   32 1013.71327  202.21409  80.1%   183 1035s
 15283 10373  889.11027  810   30 1013.71327  202.21409  80.1%   178 1040s
 15356 10381  257.79706   29  102 1013.71327  202.21409  80.1%   178 1045s
 15361 10385  466.78022   32   89 1013.71327  202.21409  80.1%   180 1050s
 15365 10387  494.96876   34   86 1013.71327  202.21409  80.1%   181 1055s
 15371 10391  524.03214   34  101 1013.71327  202.21409  80.1%   183 1060s
 15383 10399  556.14470   38  104 1013.71327  202.21409  80.1%   184 1065s
 15448 10443  608.39881   69   80 1013.71327  202.21409  80.1%   184 1070s
 15487 10469  621.39499   95   66 1013.71327  202.21409  80.1%   184 1075s
 15698 10609  728.99370  252   54 1013.71327  202.21409  80.1%   183 1080s
 16415 11069     cutoff  898      1013.71327  202.21409  80.1%   176 1085s
 16426 11062  457.89242   29  115 1013.71327  217.60328  78.5%   177 1090s
 16435 11068  548.95909   31  108 1013.71327  217.60328  78.5%   179 1096s
H16441 10707                    1012.5704160  217.60328  78.5%   180 1100s
 16453 10717  548.87197   33  115 1012.57042  217.60328  78.5%   181 1105s
 16461 10722  638.66512   36  102 1012.57042  217.60328  78.5%   182 1110s
 16483 10737  656.35323   42  102 1012.57042  217.60328  78.5%   184 1115s
 16560 10788  677.93727   89   66 1012.57042  217.60328  78.5%   184 1120s
 16630 10835  699.39886  139   54 1012.57042  217.60328  78.5%   183 1125s
