Executando Fernandes MODIFICADO
Rodando pra 1h
Optimize a model with 10030 rows, 14880 columns and 173046 nonzeros
Coefficient statistics:
  Matrix range    [1e+00, 1e+07]
  Objective range [3e-01, 7e-01]
  Bounds range    [1e+00, 1e+07]
  RHS range       [1e+00, 1e+02]
Found heuristic solution: objective 4996
Presolve removed 16 rows and 8 columns
Presolve time: 0.27s
Presolved: 10014 rows, 14872 columns, 98869 nonzeros
Variable types: 9900 continuous, 4972 integer (4970 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   14577    3.1149038e+01   6.212915e+02   0.000000e+00      5s
   29517    3.5000687e+01   1.592853e+00   0.000000e+00     10s
   29882    3.5009161e+01   0.000000e+00   0.000000e+00     10s

Root relaxation: objective 3.500916e+01, 29882 iterations, 9.96 seconds

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

   539   319 1499.69339  430   66 3899.40000 1391.60000  64.3%  5865 1998s
   541   320 1500.53550  432   68 3899.40000 1391.60000  64.3%  5869 2005s
   542   320 1500.17145  432   68 3899.40000 1391.60000  64.3%  5888 2012s
   544   321 1503.00676  434   67 3899.40000 1391.60000  64.3%  5901 2019s
   545   321 1518.48946  434   66 3899.40000 1391.60000  64.3%  5921 2025s
   548   323 1504.02398  437   66 3899.40000 1391.60000  64.3%  5912 2032s
   549   323 1504.15849  437   66 3899.40000 1391.60000  64.3%  5917 2037s
   551   324 1507.06827  439   66 3899.40000 1391.60000  64.3%  5928 2044s
   552   324 1506.08925  439   66 3899.40000 1391.60000  64.3%  5942 2050s
   554   325 1510.13151  441   61 3899.40000 1391.60000  64.3%  5941 2056s
   555   325 1506.56815  441   64 3899.40000 1391.60000  64.3%  5952 2063s
   557   326 1509.28801  443   59 3899.40000 1391.60000  64.3%  5948 2071s
   558   326 1509.98097  443   62 3899.40000 1391.60000  64.3%  5972 2079s
   560   327 1511.77245  445   59 3899.40000 1391.60000  64.3%  5967 2085s
   561   327 1524.30873  445   58 3899.40000 1391.60000  64.3%  5993 2096s
   563   328 1512.45479  447   62 3899.40000 1391.60000  64.3%  5996 2104s
   565   329 1512.83943  449   60 3899.40000 1391.60000  64.3%  5990 2110s
   566   329 1521.43070  449   61 3899.40000 1391.60000  64.3%  6010 2116s
   568   330 1526.40283  451   57 3899.40000 1391.60000  64.3%  6018 2122s
   569   330 1513.42356  451   56 3899.40000 1391.60000  64.3%  6019 2126s
   572   332 1524.72434  454   55 3899.40000 1391.60000  64.3%  6017 2134s
   573   332 1514.15435  454   54 3899.40000 1391.60000  64.3%  6018 2138s
   575   334 2162.96285  456   52 3899.40000 1391.60000  64.3%  6056 2149s
   577   336 2160.72924  457   53 3899.40000 1391.60000  64.3%  6065 2157s
   579   338 2163.53030  458   51 3899.40000 1391.60000  64.3%  6070 2163s
   581   340 2159.65253  459   51 3899.40000 1391.60000  64.3%  6093 2177s
   582   341 2158.61460  459   53 3899.40000 1391.60000  64.3%  6109 2184s
   583   342 2158.64231  460   53 3899.40000 1391.60000  64.3%  6099 2188s
   587   346 2159.84228  464   53 3899.40000 1391.60000  64.3%  6063 2190s
   588   347 2187.40403  464   52 3899.40000 1391.60000  64.3%  6070 2195s
   594   353 2160.19880  470   53 3899.40000 1391.60000  64.3%  6011 2200s
   596   355 2184.96906  471   52 3899.40000 1391.60000  64.3%  6004 2206s
   599   358 2188.65631  473   51 3899.40000 1391.60000  64.3%  6000 2212s
   604   363 2191.57212  477   51 3899.40000 1391.60000  64.3%  5975 2219s
   607   366 2163.26218  480   53 3899.40000 1391.60000  64.3%  5948 2220s
   613   372 2190.50718  485   52 3899.40000 1391.60000  64.3%  5913 2228s
   616   375 2166.74867  488   53 3899.40000 1391.60000  64.3%  5890 2230s
   618   377 2198.69179  489   52 3899.40000 1391.60000  64.3%  5888 2235s
   622   381 2169.31007  493   53 3899.40000 1391.60000  64.3%  5854 2240s
   626   385 2171.73032  496   52 3899.40000 1391.60000  64.3%  5837 2245s
   631   390 2189.33335  500   53 3899.40000 1391.60000  64.3%  5811 2253s
   636   395 2174.93560  505   52 3899.40000 1391.60000  64.3%  5771 2255s
   638   397 2176.35250  507   53 3899.40000 1391.60000  64.3%  5758 2260s
   641   400 2204.58251  509   53 3899.40000 1391.60000  64.3%  5753 2267s
   643   402 2198.88461  510   52 3899.40000 1391.60000  64.3%  5755 2273s
   646   405 2194.33912  512   52 3899.40000 1391.60000  64.3%  5740 2278s
   650   409 2181.92556  516   53 3899.40000 1391.60000  64.3%  5712 2280s
   659   418 2188.55619  525   52 3899.40000 1391.60000  64.3%  5652 2286s
   661   420 2203.37495  526   52 3899.40000 1391.60000  64.3%  5647 2291s
   663   422 2203.24015  527   51 3899.40000 1391.60000  64.3%  5642 2295s
   670   429 2214.52633  533   52 3899.40000 1391.60000  64.3%  5608 2303s
   674   433 2214.40076  536   52 3899.40000 1391.60000  64.3%  5589 2307s
   675   434 2196.90000  537   50 3899.40000 1391.60000  64.3%  5582 2310s
   677   436 2198.34646  538   51 3899.40000 1391.60000  64.3%  5581 2315s
   682   441 2214.93236  541   51 3899.40000 1391.60000  64.3%  5566 2325s
   689   447 2204.15268  547   52 3899.40000 1391.60000  64.3%  5527 2330s
   697   455 2210.16364  554   51 3899.40000 1391.60000  64.3%  5485 2335s
   703   460 2218.64628  558   51 3899.40000 1391.60000  64.3%  5460 2341s
   708   465 2217.37792  562   52 3899.40000 1391.60000  64.3%  5436 2345s
   714   471 2229.54404  567   52 3899.40000 1391.60000  64.3%  5413 2351s
   719   476 2231.60227  571   51 3899.40000 1391.60000  64.3%  5397 2356s
   722   479 2239.01165  572   51 3899.40000 1391.60000  64.3%  5390 2360s
   726   482 2236.34292  575   51 3899.40000 1391.60000  64.3%  5371 2366s
   744   499 2252.10704  592   51 3899.40000 1391.60000  64.3%  5258 2372s
   751   506 2244.61212  599   51 3899.40000 1391.60000  64.3%  5220 2375s
   759   514 2246.98767  606   51 3899.40000 1391.60000  64.3%  5180 2380s
   767   522 2261.53170  612   51 3899.40000 1391.60000  64.3%  5153 2387s
   777   530 2251.67446  622   50 3899.40000 1391.60000  64.3%  5094 2390s
   789   542 2278.09352  633   50 3899.40000 1391.60000  64.3%  5036 2397s
   807   557 2258.07594  651   51 3899.40000 1391.60000  64.3%  4932 2400s
   830   579 2262.96263  673   50 3899.40000 1391.60000  64.3%  4814 2405s
   836   584 2263.87879  678   50 3899.40000 1391.60000  64.3%  4791 2411s
   839   587 2264.32500  681   50 3899.40000 1391.60000  64.3%  4775 2415s
   861   609 2269.11077  702   50 3899.40000 1391.60000  64.3%  4672 2420s
   883   631 2291.06701  723   50 3899.40000 1391.60000  64.3%  4572 2425s
   905   652 2298.76563  743   51 3899.40000 1391.60000  64.3%  4483 2431s
   918   665 2282.14152  756   50 3899.40000 1391.60000  64.3%  4426 2435s
   931   678 2286.82576  768   50 3899.40000 1391.60000  64.3%  4380 2440s
   956   703 2307.94674  792   50 3899.40000 1391.60000  64.3%  4285 2445s
   963   710 2307.55219  798   50 3899.40000 1391.60000  64.3%  4265 2450s
   971   717 2314.03838  804   49 3899.40000 1391.60000  64.3%  4252 2456s
   980   726 2318.32643  811   50 3899.40000 1391.60000  64.3%  4233 2461s
   988   733 2322.17380  816   50 3899.40000 1391.60000  64.3%  4222 2465s
   993   737 2323.99559  820   49 3899.40000 1391.60000  64.3%  4209 2471s
   999   741 2325.54785  826   49 3899.40000 1391.60000  64.3%  4186 2475s
  1021   757 2331.52172  846   49 3899.40000 1391.60000  64.3%  4111 2480s
  1047   778 2335.47811  871   50 3899.40000 1391.60000  64.3%  4023 2485s
  1057   786 2336.64801  880   49 3899.40000 1391.60000  64.3%  3992 2490s
  1067   795 2351.86061  887   48 3899.40000 1391.60000  64.3%  3973 2498s
  1076   803 2341.11553  896   50 3899.40000 1391.60000  64.3%  3943 2500s
  1095   817 2345.95871  913   49 3899.40000 1391.60000  64.3%  3891 2505s
  1107   826 2347.93485  924   49 3899.40000 1391.60000  64.3%  3859 2512s
  1113   829 2363.19867  929   50 3899.40000 1391.60000  64.3%  3847 2515s
  1120   833 2367.97767  934   49 3899.40000 1391.60000  64.3%  3839 2520s
  1140   851 2356.58788  953   49 3899.40000 1391.60000  64.3%  3785 2525s
  1154   864 2361.50820  966   49 3899.40000 1391.60000  64.3%  3753 2530s
  1180   888 2368.19899  991   49 3899.40000 1391.60000  64.3%  3683 2535s
  1193   900 2389.41818 1002   48 3899.40000 1391.60000  64.3%  3660 2540s
  1213   913 2390.96191 1020   50 3899.40000 1391.60000  64.3%  3614 2545s
  1227   921 2384.58990 1033   49 3899.40000 1391.60000  64.3%  3584 2550s
  1242   931 2403.26971 1045   50 3899.40000 1391.60000  64.3%  3561 2558s
  1245   933 2405.77104 1047   49 3899.40000 1391.60000  64.3%  3558 2560s
  1258   945 2411.44033 1057   49 3899.40000 1391.60000  64.3%  3541 2565s
  1274   958 2412.60808 1073   48 3899.40000 1391.60000  64.3%  3500 2570s
  1296   977 2417.70816 1094   48 3899.40000 1391.60000  64.3%  3450 2576s
  1322   999 2435.49378 1118   49 3899.40000 1391.60000  64.3%  3393 2581s
  1327  1004 2438.66854 1122   48 3899.40000 1391.60000  64.3%  3386 2585s
  1358  1033 2422.79328 1152   49 3899.40000 1391.60000  64.3%  3316 2592s
  1375  1047 2426.57632 1168   49 3899.40000 1391.60000  64.3%  3279 2595s
  1399  1066 2447.25320 1190   48 3899.40000 1391.60000  64.3%  3236 2600s
  1431  1095 2433.49650 1222   48 3899.40000 1391.60000  64.3%  3166 2606s
  1461  1123 2435.63348 1251   48 3899.40000 1391.60000  64.3%  3108 2610s
  1522  1180 2439.76014 1311   48 3899.40000 1391.60000  64.3%  2990 2615s
  1552  1207 2442.69310 1341   48 3899.40000 1391.60000  64.3%  2935 2621s
  1586  1238 2445.68545 1375   48 3899.40000 1391.60000  64.3%  2876 2625s
  1627  1275 2449.58980 1416   49 3899.40000 1391.60000  64.3%  2808 2630s
  1663  1306 2453.10260 1451   49 3899.40000 1391.60000  64.3%  2754 2635s
  1708  1348 2458.06688 1496   49 3899.40000 1391.60000  64.3%  2686 2640s
  1738  1374 2461.25530 1525   48 3899.40000 1391.60000  64.3%  2646 2645s
  1760  1392 2489.45743 1545   48 3899.40000 1391.60000  64.3%  2623 2650s
  1787  1412 2469.57611 1571   48 3899.40000 1391.60000  64.3%  2590 2655s
  1827  1443 2478.74131 1611   48 3899.40000 1391.60000  64.3%  2540 2660s
  1843  1452 2484.57715 1626   49 3899.40000 1391.60000  64.3%  2525 2666s
  1858  1461 2493.06851 1639   49 3899.40000 1391.60000  64.3%  2515 2670s
  1873  1467 2502.49753 1651   49 3899.40000 1391.60000  64.3%  2507 2675s
  1885  1470 2521.65427 1659   47 3899.40000 1391.60000  64.3%  2500 2680s
  1890  1472 2520.42424 1663   47 3899.40000 1391.60000  64.3%  2498 2686s
  1904  1480 2526.39711 1675   47 3899.40000 1391.60000  64.3%  2488 2690s
  1917  1489 2529.65486 1687   47 3899.40000 1391.60000  64.3%  2475 2696s
  1936  1504 2534.75062 1705   45 3899.40000 1391.60000  64.3%  2456 2700s
  1944  1510 2536.87593 1713   45 3899.40000 1391.60000  64.3%  2447 2706s
  1959  1520 2558.87536 1726   46 3899.40000 1391.60000  64.3%  2437 2711s
  1983  1541 2575.94088 1749   45 3899.40000 1391.60000  64.3%  2413 2715s
  2009  1561 2569.50093 1773   46 3899.40000 1391.60000  64.3%  2392 2720s
  2060  1605 2552.85758 1823   45 3899.40000 1391.60000  64.3%  2343 2725s
  2076  1619 2572.73197 1838   46 3899.40000 1391.60000  64.3%  2336 2730s
  2125  1660 2590.28838 1885   45 3899.40000 1391.60000  64.3%  2295 2737s
  2134  1666 2561.20202 1892   47 3899.40000 1391.60000  64.3%  2289 2741s
  2202  1724 2571.83030 1960   44 3899.40000 1391.60000  64.3%  2224 2745s
  2258  1768 2604.00938 2015   45 3899.40000 1391.60000  64.3%  2179 2750s
  2268  1772 2601.97980 2023   45 3899.40000 1391.60000  64.3%  2175 2756s
  2295  1788 2607.63656 2048   45 3899.40000 1391.60000  64.3%  2157 2762s
  2301  1790 2612.87710 2052   46 3899.40000 1391.60000  64.3%  2157 2765s
  2322  1801 2622.99773 2069   44 3899.40000 1391.60000  64.3%  2147 2773s
  2328  1805 2624.73384 2075   44 3899.40000 1391.60000  64.3%  2142 2776s
  2356  1828 2629.43500 2101   45 3899.40000 1391.60000  64.3%  2122 2780s
  2386  1848 2637.66667 2128   45 3899.40000 1391.60000  64.3%  2104 2785s
  2406  1864 2656.70510 2146   44 3899.40000 1391.60000  64.3%  2093 2791s
  2435  1887 2656.83817 2174   45 3899.40000 1391.60000  64.3%  2072 2795s
  2457  1904 2666.08081 2195   44 3899.40000 1391.60000  64.3%  2057 2800s
  2500  1942 2666.93028 2236   44 3899.40000 1391.60000  64.3%  2028 2805s
  2525  1961 2669.63891 2258   44 3899.40000 1391.60000  64.3%  2015 2810s
  2557  1988 2659.09091 2290   43 3899.40000 1391.60000  64.3%  1992 2815s
  2582  2010 2662.95152 2315   42 3899.40000 1391.60000  64.3%  1974 2820s
  2598  2023 2684.11111 2331   43 3899.40000 1391.60000  64.3%  1967 2825s
  2629  2047 2670.23232 2360   44 3899.40000 1391.60000  64.3%  1948 2830s
  2660  2070 2691.09116 2388   44 3899.40000 1391.60000  64.3%  1933 2835s
  2700  2096 2689.01010 2427   44 3899.40000 1391.60000  64.3%  1912 2841s
  2713  2100 2699.93939 2436   44 3899.40000 1391.60000  64.3%  1912 2845s
  2727  2109 2719.02361 2449   44 3899.40000 1391.60000  64.3%  1903 2850s
  2781  2159 2722.98167 2502   43 3899.40000 1391.60000  64.3%  1869 2856s
  2835  2210 2725.91379 2556   43 3899.40000 1391.60000  64.3%  1835 2861s
  2901  2272 2728.63380 2621   43 3899.40000 1391.60000  64.3%  1794 2865s
  2933  2300 2748.23316 2652   44 3899.40000 1391.60000  64.3%  1777 2870s
  2988  2344 2741.34343 2704   45 3899.40000 1391.60000  64.3%  1750 2875s
  3014  2367 2743.78182 2729   43 3899.40000 1391.60000  64.3%  1737 2880s
  3030  2380 2769.37443 2743   43 3899.40000 1391.60000  64.3%  1732 2885s
  3089  2434 2747.96667 2800   43 3899.40000 1391.60000  64.3%  1703 2890s
  3120  2462 2749.87273 2830   42 3899.40000 1391.60000  64.3%  1689 2895s
  3215  2550 2755.92121 2924   43 3899.40000 1391.60000  64.3%  1642 2900s
  3308  2636 2762.73636 3017   43 3899.40000 1391.60000  64.3%  1597 2905s
  3400  2719 2771.96364 3109   42 3899.40000 1391.60000  64.3%  1557 2910s
  3454  2757 2810.93939 3160   43 3899.40000 1391.60000  64.3%  1539 2915s
  3464  2761 2832.69584 3168   42 3899.40000 1391.60000  64.3%  1539 2921s
  3483  2774 2824.96364 3186   41 3899.40000 1391.60000  64.3%  1534 2925s
  3503  2786 2849.38384 3204   42 3899.40000 1391.60000  64.3%  1531 2930s
  3537  2811 2837.34343 3236   41 3899.40000 1391.60000  64.3%  1519 2937s
  3574  2841 2843.93333 3272   40 3899.40000 1391.60000  64.3%  1507 2940s
  3617  2871 2853.94848 3312   40 3899.40000 1391.60000  64.3%  1493 2945s
  3671  2898 2905.34343 3360   40 3899.40000 1391.60000  64.3%  1481 2950s
  3687  2907 2922.92929 3373   40 3899.40000 1391.60000  64.3%  1478 2955s
  3731  2936 2919.95758 3412   39 3899.40000 1391.60000  64.3%  1467 2960s
  3753  2950 2941.27273 3432   39 3899.40000 1391.60000  64.3%  1462 2965s
  3802  2986 2936.95152 3479   39 3899.40000 1391.60000  64.3%  1447 2970s
  3861  3020 2984.30303 3533   39 3899.40000 1391.60000  64.3%  1431 2977s
  3885  3042 2989.35196 3557   39 3899.40000 1391.60000  64.3%  1423 2980s
  3910  3062 2995.53398 3579   39 3899.40000 1391.60000  64.3%  1415 2985s
  3920  3069 2997.58443 3588   36 3899.40000 1391.60000  64.3%  1412 2990s
  3980  3124 3001.05004 3647   37 3899.40000 1391.60000  64.3%  1392 2995s
  4052  3191 3006.73323 3719   36 3899.40000 1391.60000  64.3%  1369 3000s
  4078  3215 3007.77039 3744   36 3899.40000 1391.60000  64.3%  1362 3005s
  4111  3242 3030.68991 3775   35 3899.40000 1391.60000  64.3%  1352 3010s
  4185  3307 3022.59413 3849   35 3899.40000 1391.60000  64.3%  1330 3015s
  4238  3354 3029.53333 3901   35 3899.40000 1391.60000  64.3%  1315 3020s
  4268  3384 3036.60514 3929   35 3899.40000 1391.60000  64.3%  1309 3025s
  4295  3404 3054.12608 3954   36 3899.40000 1391.60000  64.3%  1304 3030s
  4320  3418 3093.67927 3975   34 3899.40000 1391.60000  64.3%  1300 3036s
  4354  3445 3126.49944 4007   34 3899.40000 1391.60000  64.3%  1293 3040s
  4384  3468 3106.91284 4035   34 3899.40000 1391.60000  64.3%  1287 3045s
  4438  3505 3122.10962 4087   35 3899.40000 1391.60000  64.3%  1275 3050s
  4455  3513 3167.52230 4103   33 3899.40000 1391.60000  64.3%  1273 3055s
  4482  3533 3172.79697 4128   33 3899.40000 1391.60000  64.3%  1267 3060s
  4517  3557 3181.86667 4159   34 3899.40000 1391.60000  64.3%  1260 3065s
  4567  3596 3192.49242 4209   34 3899.40000 1391.60000  64.3%  1248 3070s
  4611  3622 3251.37431 4249   33 3899.40000 1391.60000  64.3%  1240 3075s
  4617  3625 3255.94907 4255   32 3899.40000 1391.60000  64.3%  1239 3082s
  4644  3646 3262.79254 4280   32 3899.40000 1391.60000  64.3%  1233 3087s
  4676  3669 3271.11143 4310   33 3899.40000 1391.60000  64.3%  1226 3090s
  4725  3705 3282.90909 4357   31 3899.40000 1391.60000  64.3%  1216 3101s
  4753  3723 3291.94545 4383   31 3899.40000 1391.60000  64.3%  1211 3105s
  4779  3737 3343.97879 4407   29 3899.40000 1391.60000  64.3%  1206 3116s
  4806  3760 3346.98177 4433   31 3899.40000 1391.60000  64.3%  1200 3120s
  4859  3805 3352.81212 4484   30 3899.40000 1391.60000  64.3%  1188 3125s
  4909  3849 3356.85455 4532   29 3899.40000 1391.60000  64.3%  1176 3130s
  4995  3928 3361.93636 4616   31 3899.40000 1391.60000  64.3%  1157 3140s
  5049  3977 3365.97879 4669   31 3899.40000 1391.60000  64.3%  1145 3151s
  5103  4025 3370.91818 4722   29 3899.40000 1391.60000  64.3%  1134 3161s
  5157  4067 3381.33333 4775   30 3899.40000 1391.60000  64.3%  1123 3172s
  5184  4085 3434.88182 4800   30 3899.40000 1391.60000  64.3%  1118 3177s
  5211  4101 3446.88182 4823   28 3899.40000 1391.60000  64.3%  1114 3181s
  5274  4145 3462.37374 4881   28 3899.40000 1391.60000  64.3%  1102 3185s
  5319  4173 3523.93939 4921   26 3899.40000 1391.60000  64.3%  1095 3194s
  5336  4187 3525.86364 4937   26 3899.40000 1391.60000  64.3%  1092 3195s
  5388  4232 3530.73939 4987   26 3899.40000 1391.60000  64.3%  1082 3200s
  5427  4268 3532.97576 5025   26 3899.40000 1391.60000  64.3%  1075 3210s
  5481  4315 3538.85455 5078   27 3899.40000 1391.60000  64.3%  1064 3221s
  5535  4362 3545.95455 5132   26 3899.40000 1391.60000  64.3%  1055 3232s
  5562  4380 3607.34343 5158   26 3899.40000 1391.60000  64.3%  1050 3236s
  5634  4429 3627.13131 5225   26 3899.40000 1391.60000  64.3%  1038 3240s
  5643  4436 3629.88788 5234   25 3899.40000 1391.60000  64.3%  1037 3247s
  5670  4453 3697.90303 5261   22 3899.40000 1391.60000  64.3%  1033 3250s
  5705  4485 3700.99697 5296   22 3899.40000 1391.60000  64.3%  1026 3255s
  5805  4578 3706.80909 5395   22 3899.40000 1391.60000  64.3%  1009 3267s
  5832  4604 3707.95152 5422   22 3899.40000 1391.60000  64.3%  1004 3271s
  5913  4681 3711.92727 5503   22 3899.40000 1391.60000  64.3%   991 3282s
  5967  4731 3714.78485 5556   22 3899.40000 1391.60000  64.3%   982 3293s
  6020  4780 3718.86364 5609   23 3899.40000 1391.60000  64.3%   973 3295s
  6021  4781 3718.88182 5610   23 3899.40000 1391.60000  64.3%   973 3303s
  6048  4803 3722.91212 5636   22 3899.40000 1391.60000  64.3%   969 3306s
  6075  4823 3805.87273 5663   21 3899.40000 1391.60000  64.3%   965 3312s
  6129  4863 3876.77879 5716   20 3899.40000 1391.60000  64.3%   956 3316s
  6140  4865 2770.97576 3106  116 3899.40000 1392.30000  64.3%   955 3346s
  6142  4866 3454.15758 4849  104 3899.40000 1392.30000  64.3%   955 3350s
  6143  4867 3110.91616 4054  121 3899.40000 1392.30000  64.3%   955 3355s
  6145  4868 2825.89697 3191  234 3899.40000 1392.30000  64.3%   955 3362s
  6146  4869 3789.62626 5640  256 3899.40000 1392.30000  64.3%   954 3365s
  6147  4870 3719.79394 5615  251 3899.40000 1392.30000  64.3%   954 3373s
  6148  4870 2265.62424  689  258 3899.40000 1392.30000  64.3%   954 3376s
  6149  4871 3268.97617 4298  264 3899.40000 1392.30000  64.3%   954 3381s
  6150  4872 2355.66061  952  268 3899.40000 1392.30000  64.3%   954 3385s
  6151  4872 2239.01194  573  286 3899.40000 1392.30000  64.3%   954 3391s
  6152  4873 2237.38979  581  309 3899.40000 1392.30000  64.3%   953 3395s
  6153  4874 3738.32323 5357  318 3899.40000 1392.30000  64.3%   953 3402s
  6154  4874 3352.73939 4482  312 3899.40000 1392.30000  64.3%   953 3406s
  6155  4875 2762.81818 2990  330 3899.40000 1392.30000  64.3%   953 3413s
  6156  4876 2676.84848 2393  302 3899.40000 1392.30000  64.3%   953 3417s
  6157  4876 3028.11181 3600  316 3899.40000 1392.30000  64.3%   953 3429s
  6158  4877 2728.69476 2484  316 3899.40000 1392.30000  64.3%   953 3436s
  6160  4880 1392.30000   15  307 3899.40000 1392.30000  64.3%   974 3451s
  6163  4882 1392.30000   16  283 3899.40000 1392.30000  64.3%   973 3455s
  6166  4884 1392.30000   18  245 3899.40000 1392.30000  64.3%   973 3460s
  6169  4886 1392.30000   19  236 3899.40000 1392.30000  64.3%   973 3467s
  6171  4888 1392.30000   20  229 3899.40000 1392.30000  64.3%   973 3470s
  6174  4890 1392.30000   22  196 3899.40000 1392.30000  64.3%   973 3481s
  6175  4890 1717.03409   22  185 3899.40000 1392.30000  64.3%   976 3492s
  6176  4891 1411.52246   23  186 3899.40000 1392.30000  64.3%   978 3502s
  6177  4892 1760.20765   23  178 3899.40000 1392.30000  64.3%   980 3513s
  6178  4892 1419.67909   24  178 3899.40000 1392.30000  64.3%   980 3515s
  6181  4894 1431.04205   25  182 3899.40000 1392.30000  64.3%   981 3521s
  6185  4897 1435.93936   27  172 3899.40000 1392.30000  64.3%   981 3525s
  6188  4899 1431.62707   29  175 3899.40000 1392.30000  64.3%   981 3530s
  6190  4900 1431.12935   30  184 3899.40000 1392.30000  64.3%   982 3535s
  6193  4902 1445.34537   31  167 3899.40000 1392.30000  64.3%   983 3542s
  6195  4904 1437.59952   32  169 3899.40000 1392.30000  64.3%   984 3546s
  6197  4905 1443.69543   33  174 3899.40000 1392.30000  64.3%   984 3552s
  6199  4906 1446.45288   34  166 3899.40000 1392.30000  64.3%   985 3556s
  6201  4908 1441.74243   35  168 3899.40000 1392.30000  64.3%   985 3560s
  6204  4910 1435.01973   37  171 3899.40000 1392.30000  64.3%   986 3565s
  6208  4912 1456.95014   39  160 3899.40000 1392.30000  64.3%   987 3572s
  6209  4913 1455.20201   39  156 3899.40000 1392.30000  64.3%   987 3575s
  6212  4915 1470.89771   41  157 3899.40000 1392.30000  64.3%   989 3586s
  6213  4916 1489.23591   41  151 3899.40000 1392.30000  64.3%   989 3590s
  6216  4918 1490.10680   43  148 3899.40000 1392.30000  64.3%   990 3596s

Cutting planes:
  Gomory: 4
  MIR: 120
  Flow cover: 226
  Flow path: 41
  Zero half: 2
  Network: 1

Explored 6219 nodes (6373969 simplex iterations) in 3600.00 seconds
Thread count was 1 (of 4 available processors)

Time limit reached
Best objective 3.899400000000e+03, best bound 1.392300000000e+03, gap 64.2945%
Tempo: 3595.48 segundos

0 8 51 43 28 30 31 
0 39 51 32 42 49 52 
1 19 2 52 66 60 53 
1 96 15 58 60 58 62 
2 8 40 43 39 57 77 
3 24 13 65 47 54 51 
3 59 57 26 32 28 46 
3 61 21 63 48 40 42 
3 69 83 13 18 22 21 
4 7 53 27 34 29 27 
4 11 10 86 49 48 47 
5 42 31 55 40 39 51 
5 92 39 35 40 57 33 
6 13 21 50 46 42 49 
6 18 27 38 40 53 82 
6 39 37 34 40 67 32 
7 14 11 61 57 46 61 
7 32 76 60 16 12 56 
8 76 87 10 19 14 22 
9 51 11 64 46 54 53 
10 26 90 15 16 5 12 
10 77 59 50 21 33 20 
10 86 31 47 52 38 36 
11 35 43 45 29 44 31 
12 65 20 46 40 44 57 
12 99 9 50 48 62 46 
13 57 22 56 38 47 46 
14 42 14 74 43 44 60 
15 58 55 25 23 38 30 
15 97 20 41 49 55 47 
16 20 55 26 38 23 33 
16 44 0 51 60 64 65 
17 48 81 10 10 19 41 
17 68 44 61 49 28 28 
21 82 54 36 25 48 24 
22 61 69 21 35 20 19 
22 78 52 36 29 45 33 
23 78 84 26 19 10 9 
23 88 99 15 13 12 3 
24 41 69 29 17 21 29 
24 71 1 50 50 65 59 
25 74 93 14 4 11 12 
25 82 16 51 43 42 63 
26 29 58 24 26 46 41 
26 71 33 41 38 34 36 
27 43 67 32 24 19 19 
28 32 64 19 19 49 18 
28 54 6 70 47 50 48 
29 56 82 13 23 9 38 
29 94 65 41 18 44 17 
30 69 96 4 4 4 6 
30 80 19 54 44 52 50 
31 83 41 39 45 38 31 
31 87 12 49 47 44 81 
32 68 82 13 30 13 16 
33 49 3 58 48 85 50 
33 73 18 41 50 50 58 
34 63 59 23 36 35 27 
34 95 36 49 33 37 47 
35 67 15 46 51 56 43 
36 55 5 52 69 50 47 
36 89 10 68 47 45 44 
37 61 56 25 23 42 38 
37 85 86 18 6 12 10 
37 92 35 36 44 47 34 
38 98 14 44 76 49 52 
39 99 9 60 60 47 66 
40 49 46 37 27 32 33 
40 50 31 42 39 42 48 
40 66 62 23 24 22 22 
41 82 5 53 53 70 54 
43 46 56 28 23 62 67 
44 80 38 36 41 32 52 
45 64 25 38 52 39 46 
45 91 57 31 33 23 24 
46 70 8 47 63 73 50 
46 93 23 38 44 82 42 
47 64 16 50 42 49 44 
47 90 12 70 50 51 45 
49 77 72 16 19 15 32 
50 53 23 71 45 45 43 
51 56 11 46 59 47 60 
52 60 73 16 13 19 21 
54 84 43 37 46 37 31 
55 67 28 39 56 35 35 
57 59 90 21 11 5 12 
58 74 33 33 37 64 38 
60 78 44 34 41 35 31 
60 96 47 33 32 51 28 
61 72 3 49 69 53 50 
62 86 39 41 35 38 50 
62 87 37 33 32 34 65 
63 80 92 6 5 13 11 
64 81 28 85 41 54 43 
71 98 47 30 35 27 28 
72 91 50 35 27 26 29 
73 79 17 51 59 52 48 
75 83 15 43 55 45 78 
90 93 15 46 49 55 47 
(3973 3967 3723 3961 3975 )

